RucProveedor;CodFactura;ProductoFactura;UnidadFactura;CostoFactura;CodProducto;Producto;Marca;Categoria;UnidadMedidaCompra;FactorVenta;TipoResultado;ScoreFinal;Rank
20100067910;18990-BR50213000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.3571728416665066;1
20100067910;18990-BR50213000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3506045756061252;2
20100067910;18990-BR50213000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.33032225677898397;3
20100067910;18974-0374;CHORIZO PARRI FRESCO 5U 500GR BDT;UNIDAD;19.219;18654;CHORIZO BRAEDT PARRILLERO PRECOCIDO 6 UNID. (500GR);BRAEDT;EMBUTIDOS;UNIDAD;1.0;TENTATIVO;0.43525889644581395;1
20100067910;18974-0374;CHORIZO PARRI FRESCO 5U 500GR BDT;UNIDAD;19.219;32381;CHORIZO BRAEDT AHUAMADO 500 GR.;BRAEDT;EMBUTIDOS;UNIDAD;1.0;ALTERNATIVA;0.4001049117339359;2
20100067910;18974-0374;CHORIZO PARRI FRESCO 5U 500GR BDT;UNIDAD;19.219;48532;CHORIZO BRAEDT FINAS HIERBAS 500 GR;BRAEDT;EMBUTIDOS;UNIDAD;1.0;ALTERNATIVA;0.3718896562682942;3
20100067910;18549-BR50421000;JAMON PECHUGA PAVO 3.3KG AP BDT;KILOS;71.462;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.35113715129043527;1
20100067910;18549-BR50421000;JAMON PECHUGA PAVO 3.3KG AP BDT;KILOS;71.462;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3426402367159382;2
20100067910;18549-BR50421000;JAMON PECHUGA PAVO 3.3KG AP BDT;KILOS;71.462;17145;JAMON OTTO KUNZ DEL PAIS KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.34064696027847596;3
20100067910;18741-BR50529000;JAMON INGLES 5KG AP BDT;KILOS;54.036;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.45630262555809015;1
20100067910;18741-BR50529000;JAMON INGLES 5KG AP BDT;KILOS;54.036;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.4012914677996718;2
20100067910;18741-BR50529000;JAMON INGLES 5KG AP BDT;KILOS;54.036;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3342985814625715;3
20100067910;18668-BR50507000;JAMONADA POLLO 3KG AP BDT;KILOS;24.676;18307;JAMONADA BRAEDT DE POLLO KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.4117827438331799;1
20100067910;18668-BR50507000;JAMONADA POLLO 3KG AP BDT;KILOS;24.676;14991;JAMONADA LA SEGOVIANA DE POLLO KG.;LA SEGOVIANA;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.36319902391035147;2
20100067910;18668-BR50507000;JAMONADA POLLO 3KG AP BDT;KILOS;24.676;13830;JAMONADA OTTO KUNZ DE POLLO ESPECIAL KG;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3489220627233607;3
20100067910;18741-BR60123000;JAMON INGLES 5KG AP BDT;KILOS;54.036;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.45630262555809015;1
20100067910;18741-BR60123000;JAMON INGLES 5KG AP BDT;KILOS;54.036;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.4012914677996718;2
20100067910;18741-BR60123000;JAMON INGLES 5KG AP BDT;KILOS;54.036;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3342985814625715;3
20100067910;18713-BR51221000;JAMON PECHUGA PAVO AHUMADA 2.9KG AP BDT;KILOS;89.992;18301;JAMON BRAEDT PECHUGA DE PAVO KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.4218794715907503;1
20100067910;18713-BR51221000;JAMON PECHUGA PAVO AHUMADA 2.9KG AP BDT;KILOS;89.992;18298;JAMON BRAEDT PECHUGA DE PAVO AHUMADA KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.4147399715899796;2
20100067910;18713-BR51221000;JAMON PECHUGA PAVO AHUMADA 2.9KG AP BDT;KILOS;89.992;18310;JAMON BRAEDT DE PAVO KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3508755545326443;3
20100067910;18713-BR51230000;JAMON PECHUGA PAVO AHUMADA 2.9KG AP BDT;KILOS;89.992;18301;JAMON BRAEDT PECHUGA DE PAVO KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.4218794715907503;1
20100067910;18713-BR51230000;JAMON PECHUGA PAVO AHUMADA 2.9KG AP BDT;KILOS;89.992;18298;JAMON BRAEDT PECHUGA DE PAVO AHUMADA KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.4147399715899796;2
20100067910;18713-BR51230000;JAMON PECHUGA PAVO AHUMADA 2.9KG AP BDT;KILOS;89.992;18310;JAMON BRAEDT DE PAVO KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3508755545326443;3
20100067910;18990-BR50314000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.3571728416665066;1
20100067910;18990-BR50314000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3506045756061252;2
20100067910;18990-BR50314000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.33032225677898397;3
20100067910;18990-BR50125000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.3571728416665066;1
20100067910;18990-BR50125000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3506045756061252;2
20100067910;18990-BR50125000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.33032225677898397;3
20100067910;18549-BR60213000;JAMON PECHUGA PAVO 3.3KG AP BDT;KILOS;78.608;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.3444759471581405;1
20100067910;18549-BR60213000;JAMON PECHUGA PAVO 3.3KG AP BDT;KILOS;78.608;18301;JAMON BRAEDT PECHUGA DE PAVO KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3417411509308148;2
20100067910;18549-BR60213000;JAMON PECHUGA PAVO 3.3KG AP BDT;KILOS;78.608;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.33636051987098986;3
20100067910;18741-BR50605000;JAMON INGLES 5KG AP BDT;KILOS;54.036;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.45630262555809015;1
20100067910;18741-BR50605000;JAMON INGLES 5KG AP BDT;KILOS;54.036;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.4012914677996718;2
20100067910;18741-BR50605000;JAMON INGLES 5KG AP BDT;KILOS;54.036;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3342985814625715;3
20100067910;18668-BR51203000;JAMONADA POLLO 3KG AP BDT;KILOS;24.676;18307;JAMONADA BRAEDT DE POLLO KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.4117827438331799;1
20100067910;18668-BR51203000;JAMONADA POLLO 3KG AP BDT;KILOS;24.676;14991;JAMONADA LA SEGOVIANA DE POLLO KG.;LA SEGOVIANA;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.36319902391035147;2
20100067910;18668-BR51203000;JAMONADA POLLO 3KG AP BDT;KILOS;24.676;13830;JAMONADA OTTO KUNZ DE POLLO ESPECIAL KG;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3489220627233607;3
20100067910;18763-BR50910000;PEPPERONI 700GR AP BDT;KILOS;105.933;18334;JAMON OTTO KUNZ SERRANO KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.29302482820690556;1
20100067910;18763-BR50910000;PEPPERONI 700GR AP BDT;KILOS;105.933;18308;LOMO AHUMADO BRAEDT KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.28494622489049654;2
20100067910;18763-BR50910000;PEPPERONI 700GR AP BDT;KILOS;105.933;17145;JAMON OTTO KUNZ DEL PAIS KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.2823588456003081;3
20100067910;18730-BR50701000;LOMO AHUMADO 3KG AP BDT;KILOS;82.817;18308;LOMO AHUMADO BRAEDT KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.43411066502051643;1
20100067910;18730-BR50701000;LOMO AHUMADO 3KG AP BDT;KILOS;82.817;49014;TOCINO AHUMADO BRAEDT KG;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.28603385353116;2
20100067910;18730-BR50701000;LOMO AHUMADO 3KG AP BDT;KILOS;82.817;18301;JAMON BRAEDT PECHUGA DE PAVO KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.2527133716787545;3
20100067910;18730-BR50130000;LOMO AHUMADO 3KG AP BDT;KILOS;79.632;18308;LOMO AHUMADO BRAEDT KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.42703297614734576;1
20100067910;18730-BR50130000;LOMO AHUMADO 3KG AP BDT;KILOS;79.632;49014;TOCINO AHUMADO BRAEDT KG;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.2907567974983428;2
20100067910;18730-BR50130000;LOMO AHUMADO 3KG AP BDT;KILOS;79.632;18301;JAMON BRAEDT PECHUGA DE PAVO KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.24773589701598173;3
20100067910;18990-BR50404000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.3571728416665066;1
20100067910;18990-BR50404000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3506045756061252;2
20100067910;18990-BR50404000;JAMON PAVO 4.10KG AP BDT;KILOS;51.217;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.33032225677898397;3
20100067910;19380-BR51025976;QUESO EDAM 3KG AP SIGMA FS;KILOS;41.127;26695;QUESO SIGMA FOODSERVICE EDAM KG.;SIGMA FOODSERVICE;LACTEOS;KILOGRAMO;1.0;TENTATIVO;0.4872410779046325;1
20100067910;19380-BR51025976;QUESO EDAM 3KG AP SIGMA FS;KILOS;41.127;47679;QUESO BRAEDT EDAM KG;BRAEDT;LACTEOS;KILOGRAMO;1.0;ALTERNATIVA;0.4280823881867531;2
20100067910;19380-BR51025976;QUESO EDAM 3KG AP SIGMA FS;KILOS;41.127;25300;QUESO SIGMA FOODSERVICE MOZZARELLA KG.;SIGMA FOODSERVICE;LACTEOS;KILOGRAMO;1.0;ALTERNATIVA;0.40920785987993097;3
20100067910;18603-BR50924000;TOCINO AHUMADO 2.7KG AP BDT;KILOS;60.881;49014;TOCINO AHUMADO BRAEDT KG;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.3620841640058728;1
20100067910;18603-BR50924000;TOCINO AHUMADO 2.7KG AP BDT;KILOS;60.881;27382;TOCINO BRAEDT AHUMADO ARTESANAL KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.32329734116696845;2
20100067910;18603-BR50924000;TOCINO AHUMADO 2.7KG AP BDT;KILOS;60.881;42260;TOCINO AHUMADO SEGOVIANA KG.;SEGOVIANA;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.29792506729602003;3
20100067910;18741-BR50609000;JAMON INGLES 5KG AP BDT;KILOS;54.036;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.45630262555809015;1
20100067910;18741-BR50609000;JAMON INGLES 5KG AP BDT;KILOS;54.036;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.4012914677996718;2
20100067910;18741-BR50609000;JAMON INGLES 5KG AP BDT;KILOS;54.036;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3342985814625715;3
20100067910;18668-BR60228000;JAMONADA POLLO 3KG AP BDT;KILOS;24.676;18307;JAMONADA BRAEDT DE POLLO KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.4117827438331799;1
20100067910;18668-BR60228000;JAMONADA POLLO 3KG AP BDT;KILOS;24.676;14991;JAMONADA LA SEGOVIANA DE POLLO KG.;LA SEGOVIANA;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.36319902391035147;2
20100067910;18668-BR60228000;JAMONADA POLLO 3KG AP BDT;KILOS;24.676;13830;JAMONADA OTTO KUNZ DE POLLO ESPECIAL KG;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3489220627233607;3
20100067910;18763-BR60224000;PEPPERONI 700GR AP BDT;KILOS;105.933;18334;JAMON OTTO KUNZ SERRANO KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.29302482820690556;1
20100067910;18763-BR60224000;PEPPERONI 700GR AP BDT;KILOS;105.933;18308;LOMO AHUMADO BRAEDT KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.28494622489049654;2
20100067910;18763-BR60224000;PEPPERONI 700GR AP BDT;KILOS;105.933;17145;JAMON OTTO KUNZ DEL PAIS KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.2823588456003081;3
20100067910;18741-0374;JAMON INGLES 5KG AP BDT;KILOS;54.036;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.45630262555809015;1
20100067910;18741-0374;JAMON INGLES 5KG AP BDT;KILOS;54.036;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.4012914677996718;2
20100067910;18741-0374;JAMON INGLES 5KG AP BDT;KILOS;54.036;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3342985814625715;3
20100067910;18730-BR50625000;LOMO AHUMADO 3KG AP BDT;KILOS;82.817;18308;LOMO AHUMADO BRAEDT KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.43411066502051643;1
20100067910;18730-BR50625000;LOMO AHUMADO 3KG AP BDT;KILOS;82.817;49014;TOCINO AHUMADO BRAEDT KG;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.28603385353116;2
20100067910;18730-BR50625000;LOMO AHUMADO 3KG AP BDT;KILOS;82.817;18301;JAMON BRAEDT PECHUGA DE PAVO KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.2527133716787545;3
20100067910;18990-BR50523000;JAMON PAVO 4.10KG AP BDT;KILOS;56.338;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.3676626733155634;1
20100067910;18990-BR50523000;JAMON PAVO 4.10KG AP BDT;KILOS;56.338;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3438659962744595;2
20100067910;18990-BR50523000;JAMON PAVO 4.10KG AP BDT;KILOS;56.338;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3375538322022556;3
20100067910;19383-BR50515384;QUESO MOZZARELLA 3KG AP SIGMA FS;KILOS;39.497;25300;QUESO SIGMA FOODSERVICE MOZZARELLA KG.;SIGMA FOODSERVICE;LACTEOS;KILOGRAMO;1.0;TENTATIVO;0.503142183261213;1
20100067910;19383-BR50515384;QUESO MOZZARELLA 3KG AP SIGMA FS;KILOS;39.497;13683;QUESO MILKUNZ MOZZARELLA KG;MILKUNZ;LACTEOS;KILOGRAMO;1.0;ALTERNATIVA;0.4435191137654976;2
20100067910;19383-BR50515384;QUESO MOZZARELLA 3KG AP SIGMA FS;KILOS;39.497;50361;QUESO BRAEDT MOZZARELLA KG;BRAEDT;LACTEOS;KILOGRAMO;1.0;ALTERNATIVA;0.43721644758545886;3
20100067910;18604-0374;TOCINO AHUMADO 200GR BDT;UNIDAD;13.669;51090;TOCINO BRAEDT AHUMADO 200 GR;BRAEDT;EMBUTIDOS;UNIDAD;1.0;TENTATIVO;0.4466622844675587;1
20100067910;18604-0374;TOCINO AHUMADO 200GR BDT;UNIDAD;13.669;32386;JAMON BRAEDT PECHUGA PAVO AHUMADO 200 GR.;BRAEDT;EMBUTIDOS;UNIDAD;1.0;ALTERNATIVA;0.30743272262644217;2
20100067910;18604-0374;TOCINO AHUMADO 200GR BDT;UNIDAD;13.669;49014;TOCINO AHUMADO BRAEDT KG;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.23779885408473195;3
20100067910;18763-BR41108000;PEPPERONI 700GR AP BDT;KILOS;101.859;18334;JAMON OTTO KUNZ SERRANO KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.29006610937982175;1
20100067910;18763-BR41108000;PEPPERONI 700GR AP BDT;KILOS;101.859;18308;LOMO AHUMADO BRAEDT KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.28693838926191395;2
20100067910;18763-BR41108000;PEPPERONI 700GR AP BDT;KILOS;101.859;17145;JAMON OTTO KUNZ DEL PAIS KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.2835361024307872;3
20100067910;18683-BR50605000;JAMONADA POLACA 3KG AP BDT;KILOS;34.316;46067;JAMONADA BRAEDT POLACA KG;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.46042614958000994;1
20100067910;18683-BR50605000;JAMONADA POLACA 3KG AP BDT;KILOS;34.316;13862;JAMONADA OTTO KUNZ POLACA KG;_;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.41952672462415663;2
20100067910;18683-BR50605000;JAMONADA POLACA 3KG AP BDT;KILOS;34.316;17510;JAMONADA OTTO KUNZ ESPECIAL KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3516136274356555;3
20100067910;18770-0752;SALAME HUNGARO 1KG AP BDT;KILOS;114.001;43281;SALAME BRAEDT HUNGARO KG.;_;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.5151620451045872;1
20100067910;18770-0752;SALAME HUNGARO 1KG AP BDT;KILOS;114.001;18334;JAMON OTTO KUNZ SERRANO KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.32177649769739025;2
20100067910;18770-0752;SALAME HUNGARO 1KG AP BDT;KILOS;114.001;18550;PEPERONI BRAEDT KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.317905698164203;3
20100067910;18741-BR50102000;JAMON INGLES 5KG AP BDT;KILOS;51.958;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.45058430785994497;1
20100067910;18741-BR50102000;JAMON INGLES 5KG AP BDT;KILOS;51.958;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3973560270354801;2
20100067910;18741-BR50102000;JAMON INGLES 5KG AP BDT;KILOS;51.958;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.33788072697365984;3
20100067910;18741-BR50328000;JAMON INGLES 5KG AP BDT;KILOS;51.958;18303;JAMON BRAEDT INGLES KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.45058430785994497;1
20100067910;18741-BR50328000;JAMON INGLES 5KG AP BDT;KILOS;51.958;19448;JAMON OTTO KUNZ INGLES KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.3973560270354801;2
20100067910;18741-BR50328000;JAMON INGLES 5KG AP BDT;KILOS;51.958;32396;JAMON BRAEDT PAVITA BALANCE KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.33788072697365984;3
20100067910;18687-BR51230000;MORTADELLA 3KG AP BDT;KILOS;22.112;47430;MORTADELA ESPECIAL OTTO KUNZ KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.27327501911079766;1
20100067910;18687-BR51230000;MORTADELLA 3KG AP BDT;KILOS;22.112;9957;JAMON LA SEGOVIANA PASTEL KG.;LA SEGOVIANA;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.26797561356802746;2
20100067910;18687-BR51230000;MORTADELLA 3KG AP BDT;KILOS;22.112;18309;MORTADELA BRAEDT KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.2588816551039369;3
20100067910;18770-BR60127000;SALAME HUNGARO 1KG AP BDT;KILOS;114.001;43281;SALAME BRAEDT HUNGARO KG.;_;EMBUTIDOS;KILOGRAMO;1.0;TENTATIVO;0.5151620451045872;1
20100067910;18770-BR60127000;SALAME HUNGARO 1KG AP BDT;KILOS;114.001;18334;JAMON OTTO KUNZ SERRANO KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.32177649769739025;2
20100067910;18770-BR60127000;SALAME HUNGARO 1KG AP BDT;KILOS;114.001;18550;PEPERONI BRAEDT KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.317905698164203;3
20100067910;18644-BR60216000;SALCHICHA HUACHO 1KG AP BDT;KILOS;31.322;18400;SALCHICHA BRAEDT HUACHANA KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.3912302917755009;1
20100067910;18644-BR60216000;SALCHICHA HUACHO 1KG AP BDT;KILOS;31.322;1128;JAMON LA SEGOVIANA PAIS;LA SEGOVIANA;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.29349466924073253;2
20100067910;18644-BR60216000;SALCHICHA HUACHO 1KG AP BDT;KILOS;31.322;49055;SALCHICHA BRAEDT DE HUACHO 1KG;BRAEDT;EMBUTIDOS;UNIDAD;1.0;ALTERNATIVA;0.28427501801817034;3
20100067910;18763-BR51028000;PEPPERONI 700GR AP BDT;KILOS;105.934;18334;JAMON OTTO KUNZ SERRANO KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;POSIBLE_NUEVO_PRODUCTO;0.29302554277448317;1
20100067910;18763-BR51028000;PEPPERONI 700GR AP BDT;KILOS;105.934;18308;LOMO AHUMADO BRAEDT KG.;BRAEDT;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.28494576046315034;2
20100067910;18763-BR51028000;PEPPERONI 700GR AP BDT;KILOS;105.934;17145;JAMON OTTO KUNZ DEL PAIS KG.;OTTO KUNZ;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.282358566192763;3
20100067910;18703-0752;JAMON PIZZERO 100GR BDT;UNIDAD;3.12;47325;JAMON BRAEDT PIZZERO 100 GR;BRAEDT;EMBUTIDOS;UNIDAD;1.0;TENTATIVO;0.7737434688763134;1
20100067910;18703-0752;JAMON PIZZERO 100GR BDT;UNIDAD;3.12;51285;JAMON OTTO KUNZ PIZZA 100 GR;OTTO KUNZ;EMBUTIDOS;UNIDAD;1.0;ALTERNATIVA;0.5637876949694564;2
20100067910;18703-0752;JAMON PIZZERO 100GR BDT;UNIDAD;3.12;46256;JAMON OTTO KUNZ SERRANO 100 GR;OTTO KUNZ;EMBUTIDOS;UNIDAD;1.0;ALTERNATIVA;0.5563947545708551;3
20100067910;18772-0752;SALAME HUNGARO 150GR BDT;UNIDAD;19.116;47207;SALAME BRAEDT HUNGARO 150 GR;BRAEDT;EMBUTIDOS;UNIDAD;1.0;TENTATIVO;0.5991491939313279;1
20100067910;18772-0752;SALAME HUNGARO 150GR BDT;UNIDAD;19.116;47206;SALAME BRAEDT NAPOLITANO 150 GR;BRAEDT;EMBUTIDOS;UNIDAD;1.0;ALTERNATIVA;0.2734405023757511;2
20100067910;18772-0752;SALAME HUNGARO 150GR BDT;UNIDAD;19.116;43281;SALAME BRAEDT HUNGARO KG.;_;EMBUTIDOS;KILOGRAMO;1.0;ALTERNATIVA;0.21659091538442862;3
