RucProveedor;CodFactura;ProductoFactura;UnidadFactura;CostoFactura;CodProducto;Producto;Marca;Categoria;UnidadMedidaCompra;FactorVenta;TipoResultado;ScoreFinal;Rank
20100052050;231002;CP ENJUAGUE  PLAX SIN ALCOHOL X 250 ML;UNIDAD;8.4425;27748;ENJUAGUE BUCAL COLGATE PLAX ICE SOFT MINT X 250 ML.;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;POSIBLE_NUEVO_PRODUCTO;0.39830444985958824;1
20100052050;231002;CP ENJUAGUE  PLAX SIN ALCOHOL X 250 ML;UNIDAD;8.4425;28109;ENJUAGUE BUCAL COLGATE PLAX ICE INFINITY 250 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.27550024859784794;2
20100052050;231002;CP ENJUAGUE  PLAX SIN ALCOHOL X 250 ML;UNIDAD;8.4425;48620;ENJUAGUE BUCAL COLGATE PLAX AGNES 250 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.2518970854628447;3
20100052050;231014;CP ENJ PLAX ICE GLACIAL 250 ML;UNIDAD;8.1818;27748;ENJUAGUE BUCAL COLGATE PLAX ICE SOFT MINT X 250 ML.;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.4287440007798647;1
20100052050;231014;CP ENJ PLAX ICE GLACIAL 250 ML;UNIDAD;8.1818;12722;COLONIA HENO DE PRAVIA ORIGINAL250 ML.;HENO DE PRAVIA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.2932614464343516;2
20100052050;231014;CP ENJ PLAX ICE GLACIAL 250 ML;UNIDAD;8.1818;27577;ENJUAGUE BUCAL COLGATE PLAX ICE GLACIAL 250 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.2919925325194476;3
20100052050;227332;L040626DI(06-26)-CUP NOODLES SABOR A POLLO X 69GR;UNIDAD;4.3832;46452;SOPAS CUP NOODLES SABOR A POLLO 69 GR.;CUP NOODLES;INSTANTANEOS;UNIDAD;1.0;TENTATIVO;0.8595848090722109;1
20100052050;227332;L040626DI(06-26)-CUP NOODLES SABOR A POLLO X 69GR;UNIDAD;4.3832;46453;SOPAS CUP NOODLES SABOR A POLLO PICANTE 68 GR.;CUP NOODLES;INSTANTANEOS;UNIDAD;1.0;ALTERNATIVA;0.75350738670937;2
20100052050;227332;L040626DI(06-26)-CUP NOODLES SABOR A POLLO X 69GR;UNIDAD;4.3832;46451;SOPAS CUP NOODLES  SABOR A VERDURAS 67 GR.;CUP NOODLES;INSTANTANEOS;UNIDAD;1.0;ALTERNATIVA;0.614668038102639;3
20100052050;275207;DUREX PRESERVAT MAXIMO PLACER X3UND;UNIDAD;8.1656;16143;CONDONES DUREX MAXIMO PLACER 3 UNID.;DUREX;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.6478763611298797;1
20100052050;275207;DUREX PRESERVAT MAXIMO PLACER X3UND;UNIDAD;8.1656;19246;CONDONES DUREX JEANS 3 UND.;DUREX;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.4217920528124904;2
20100052050;275207;DUREX PRESERVAT MAXIMO PLACER X3UND;UNIDAD;8.1656;5720;CONDONES DUREX RETARDANTE 3 UNID.;DUREX;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.42103026718464304;3
20100052050;238520;16102025(10-27)-EVIAN AGUA X 750 ML VIDRIO;UNIDAD;9.72;50508;AGUA EVIAN BOT. VIDRIO 750 ML.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;TENTATIVO;0.9538101881325666;1
20100052050;238520;16102025(10-27)-EVIAN AGUA X 750 ML VIDRIO;UNIDAD;9.72;36331;AGUA EVIAN SPORT 750 ML.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;ALTERNATIVA;0.7510424156962469;2
20100052050;238520;16102025(10-27)-EVIAN AGUA X 750 ML VIDRIO;UNIDAD;9.72;47229;AGUA EVIAN 1 LT.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;ALTERNATIVA;0.689871207509031;3
20100052050;230024;CP CD SENSIT PRO ALIVIO REAL WHITE 50GR;UNIDAD;7.9599;49276;CREMA DENTAL COLGATE SENSITIVE PRO ALIVIO REAL WHITE 50 GR;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.6603012681618837;1
20100052050;230024;CP CD SENSIT PRO ALIVIO REAL WHITE 50GR;UNIDAD;7.9599;46260;CREMA DENTAL COLGATE TOTAL CLEAN MINT 50 GR;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.4188412149528036;2
20100052050;230024;CP CD SENSIT PRO ALIVIO REAL WHITE 50GR;UNIDAD;7.9599;32569;DESODORANTE NIVEA ROLL ON BLACK & WHITE CLEAR 50 ML;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.4114001936719887;3
20100052050;246949;BO-ISANA SPRAY DESODORANTE X 150 ML;UNIDAD;0.0;19230;DESODORANTE ISANA PARA PIES FEMENINO SPRAY 150 ML.;ISANA;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.4950292038790254;1
20100052050;246949;BO-ISANA SPRAY DESODORANTE X 150 ML;UNIDAD;0.0;21146;TALCO ISANA SPRAY DESODORANTE HUMECTANTE PARA PIES 150 ML.;ISANA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.45307024051252165;2
20100052050;246949;BO-ISANA SPRAY DESODORANTE X 150 ML;UNIDAD;0.0;34079;DESODORANTE NIVEA SPRAY BLACK&WHIT CLEAR 150 ML;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.45068776513789854;3
20100052050;249358;BO-HISOPOS MAMI Y YO X 200 UND;UNIDAD;0.0;42116;HISOPOS MAMI & YO 200 UND;MOMMY&ME;BEBES;UNIDAD;1.0;TENTATIVO;0.4464723816348086;1
20100052050;249358;BO-HISOPOS MAMI Y YO X 200 UND;UNIDAD;0.0;42117;HISOPOS MAMI & YO 300 UND;MOMMY&ME;BEBES;UNIDAD;1.0;ALTERNATIVA;0.3775757147365166;2
20100052050;249358;BO-HISOPOS MAMI Y YO X 200 UND;UNIDAD;0.0;42115;HISOPOS MAMI & YO 100 UND;MOMMY&ME;BEBES;UNIDAD;1.0;ALTERNATIVA;0.36961042026191204;3
20100052050;249366;BO-MAMI & YO TOALLITAS X 80 UND;UNIDAD;0.0;47940;TOALLITA HUMEDA MAMI & YO x 80 UND.;;BEBES;UNIDAD;1.0;POSIBLE_NUEVO_PRODUCTO;0.32484346211162124;1
20100052050;249366;BO-MAMI & YO TOALLITAS X 80 UND;UNIDAD;0.0;50507;TOALLITA HUMEDA  MAMI & YO RECIEN NACIDO  X 80 UND.;_;BEBES;UNIDAD;1.0;ALTERNATIVA;0.3117216646370502;2
20100052050;249366;BO-MAMI & YO TOALLITAS X 80 UND;UNIDAD;0.0;42115;HISOPOS MAMI & YO 100 UND;MOMMY&ME;BEBES;UNIDAD;1.0;ALTERNATIVA;0.2732013997622446;3
20100052050;254885;BLISTER STITCH25+VASO+CEPILLO+PASTA50GR;UNIDAD;11.4904;51342;CEPILLO STITCH + PASTA 50 GR;;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.8272009433691757;1
20100052050;254885;BLISTER STITCH25+VASO+CEPILLO+PASTA50GR;UNIDAD;11.4904;51345;CEPILLO STITCH + VASO + PASAT  50 GR;_;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.7881468540023805;2
20100052050;254885;BLISTER STITCH25+VASO+CEPILLO+PASTA50GR;UNIDAD;11.4904;51339;CEPILLO PAW PATROL + VASO + PASTA 50 GR.;PAW PATROL;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.6800488076309656;3
20100052050;230036;BO-COLGATE TRIPLE ACCION EC 150ML;UNIDAD;0.0;22594;CREMA DENTAL COLGATE TRIPLE ACCION 150 ML EMPAQUE FAMILIA;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.4129242273168274;1
20100052050;230036;BO-COLGATE TRIPLE ACCION EC 150ML;UNIDAD;0.0;42111;CREMA DEPILADORA DEPILE CON ROSA MOSQUETA 150 ML;DEPILE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.3306038480339113;2
20100052050;230036;BO-COLGATE TRIPLE ACCION EC 150ML;UNIDAD;0.0;24548;TALCO ISANA PARA PIES SPRAY 150 ML;ISANA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.3280975534009241;3
20100052050;230696;CP CEP COLGATE PORTABLE + CD TOTAL 22 ML;UNIDAD;16.0664;49707;CEPILLO DENTAL COLGATE PORTATIL + CREMA DENTAL 22 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.4620968389986825;1
20100052050;230696;CP CEP COLGATE PORTABLE + CD TOTAL 22 ML;UNIDAD;16.0664;522;CREMA DENTAL COLGATE TOTAL CLEAN MINT 75 ML.;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.39783200209079683;2
20100052050;230696;CP CEP COLGATE PORTABLE + CD TOTAL 22 ML;UNIDAD;16.0664;46260;CREMA DENTAL COLGATE TOTAL CLEAN MINT 50 GR;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.3389756830128757;3
20100052050;230002;CP CD COL SENS PRO ALIV REAL WHITE X110G;UNIDAD;18.3044;49276;CREMA DENTAL COLGATE SENSITIVE PRO ALIVIO REAL WHITE 50 GR;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.4042353683892138;1
20100052050;230002;CP CD COL SENS PRO ALIV REAL WHITE X110G;UNIDAD;18.3044;4570;CEREAL ANGEL COPIX DE TRIGO CHOCOLATE 120 GR;ANGEL;CEREALES Y DIETETICOS;UNIDAD;1.0;ALTERNATIVA;0.3480299784042493;2
20100052050;230002;CP CD COL SENS PRO ALIV REAL WHITE X110G;UNIDAD;18.3044;27006;GALLETA BAUDUCCO ENJOY YOUR COOKIES MAXI LATA 130 GR;BAUDUCCO;GOLOSINAS;UNIDAD;1.0;ALTERNATIVA;0.3015053565128677;3
20100052050;230180;BO-CP CD COLGATE TRIPLE ACCION X 75 ML;UNIDAD;0.0;523;CREMA DENTAL COLGATE TRIPLE ACCION 75 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.519369296044612;1
20100052050;230180;BO-CP CD COLGATE TRIPLE ACCION X 75 ML;UNIDAD;0.0;522;CREMA DENTAL COLGATE TOTAL CLEAN MINT 75 ML.;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.3722531714212878;2
20100052050;230180;BO-CP CD COLGATE TRIPLE ACCION X 75 ML;UNIDAD;0.0;50670;CREMA DENTAL COLGATE TRIPLE ACCION 75 ML PACK 3 UND.;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.36614889478161805;3
20100052050;246969;ISANA TALCO X 240 GR  + TALCO X 60 GR;UNIDAD;15.4936;4099;TALCO ISANA OFERTA 240 GR.+TALCO 60 GR.;ISANA;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.6991554474209196;1
20100052050;246969;ISANA TALCO X 240 GR  + TALCO X 60 GR;UNIDAD;15.4936;10643;TALCO ISANA 240 GR + MEDIAS;ISANA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.49671889028256755;2
20100052050;246969;ISANA TALCO X 240 GR  + TALCO X 60 GR;UNIDAD;15.4936;27719;TALCO ISANA OFERTA 240 GR +TALCO 60 GR MENTOLADO;ISANA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.45559649843970107;3
20100052050;254881;SET PAWPATROL25 PASTA50G+CEPIL CARTUCHER;UNIDAD;10.132;49713;SET PAW PATROL CARTUCHERA + PASTA DENTAL 50G + CEPILLO + TOALLA;PAW PATROL;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.5492267600399601;1
20100052050;254881;SET PAWPATROL25 PASTA50G+CEPIL CARTUCHER;UNIDAD;10.132;51346;CEPILLO PAW PATROL + CARTUCHERA + PASTA 50 GR;PAW PATROL;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.5362538871974474;2
20100052050;254881;SET PAWPATROL25 PASTA50G+CEPIL CARTUCHER;UNIDAD;10.132;51344;CEPILLO STICH + CARTUCHERA + PASTA 50 GR;_;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.535539718944531;3
20100052050;246324;DEPILE CREMA BAJO DUCHA X200ML;UNIDAD;31.7216;42108;CREMA DEPILADORA DEPILE BAJO DUCHA 200 ML;DEPILE;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.8701719555555556;1
20100052050;246324;DEPILE CREMA BAJO DUCHA X200ML;UNIDAD;31.7216;42109;CREMA DEPILADORA DEPILE FOR MEN 200 ML;DEPILE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.5975702467507157;2
20100052050;246324;DEPILE CREMA BAJO DUCHA X200ML;UNIDAD;31.7216;42111;CREMA DEPILADORA DEPILE CON ROSA MOSQUETA 150 ML;DEPILE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.46355770684943715;3
20100052050;254887;BLISTER PAWPATR25+VASO+CEPILL+PASTA50GR;UNIDAD;11.492;51339;CEPILLO PAW PATROL + VASO + PASTA 50 GR.;PAW PATROL;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.5640584000000001;1
20100052050;254887;BLISTER PAWPATR25+VASO+CEPILL+PASTA50GR;UNIDAD;11.492;51343;CEPILLO SONIC + PASTA 50 GR;;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.5172774666666667;2
20100052050;254887;BLISTER PAWPATR25+VASO+CEPILL+PASTA50GR;UNIDAD;11.492;51342;CEPILLO STITCH + PASTA 50 GR;;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.5167652666666667;3
20100052050;230070;CD COLGATE SMILES LJ 75ML BATMAN-MUJERM;UNIDAD;10.8283;25328;CREMA DENTAL COLGATE MINIONS +6 75 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;POSIBLE_NUEVO_PRODUCTO;0.3184601384949056;1
20100052050;230070;CD COLGATE SMILES LJ 75ML BATMAN-MUJERM;UNIDAD;10.8283;28446;CREMA DENTAL COLGATE SMILES J L 75 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.28931127440948573;2
20100052050;230070;CD COLGATE SMILES LJ 75ML BATMAN-MUJERM;UNIDAD;10.8283;523;CREMA DENTAL COLGATE TRIPLE ACCION 75 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.2528228355451889;3
20100052050;230752;JAB. ANTIBACTERIAL PROTEX FRESH 110GR;UNIDAD;3.1918;47212;JABON PROTEX FRESH 110 GR.;PROTEX;CUIDADO PERSONAL;UNIDAD;1.0;POSIBLE_NUEVO_PRODUCTO;0.32546030348301225;1
20100052050;230752;JAB. ANTIBACTERIAL PROTEX FRESH 110GR;UNIDAD;3.1918;46861;JABON PROTEX AVENA 110 GR.;PROTEX;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.2335488397882559;2
20100052050;230752;JAB. ANTIBACTERIAL PROTEX FRESH 110GR;UNIDAD;3.1918;52072;JABON PROTEX CARBON DETOX 110 GR;PROTEX;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.21756172934920542;3
20100052050;230005;CP CD COLGATE SMILES MINIONS 6+ X 75ML;UNIDAD;10.8283;522;CREMA DENTAL COLGATE TOTAL CLEAN MINT 75 ML.;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;POSIBLE_NUEVO_PRODUCTO;0.18844986438803818;1
20100052050;230005;CP CD COLGATE SMILES MINIONS 6+ X 75ML;UNIDAD;10.8283;50670;CREMA DENTAL COLGATE TRIPLE ACCION 75 ML PACK 3 UND.;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.1717765569368965;2
20100052050;230005;CP CD COLGATE SMILES MINIONS 6+ X 75ML;UNIDAD;10.8283;25328;CREMA DENTAL COLGATE MINIONS +6 75 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.16321069501819754;3
20100052050;284624;NDEO FRESH SPORT X 150 ML;UNIDAD;15.7766;52073;DESODORANTE NIVEA FRESH ICE 150 ML;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;POSIBLE_NUEVO_PRODUCTO;0.30750752557906214;1
20100052050;284624;NDEO FRESH SPORT X 150 ML;UNIDAD;15.7766;50935;DESODORANTE NIVEA AEROSOL FRESH OCEAN 150 ML;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.2969330070541015;2
20100052050;284624;NDEO FRESH SPORT X 150 ML;UNIDAD;15.7766;15581;DESODORANTE NIVEA AEROSOL ACLARADO NATURAL 150 ML.;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.24398558354539185;3
20100052050;246982;BO-ISANA TALCO MENTOLADO 240+60 GR;UNIDAD;0.0;27718;TALCO ISANA 60 GR PACK MENTOLADO;ISANA;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.6079770296478111;1
20100052050;246982;BO-ISANA TALCO MENTOLADO 240+60 GR;UNIDAD;0.0;26212;TALCO ISANA 60 GR. + TALCO ISANA 60 GR.;ISANA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.48211091059426364;2
20100052050;246982;BO-ISANA TALCO MENTOLADO 240+60 GR;UNIDAD;0.0;2614;TALCO ISANA 60 GR;ISANA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.47691272139815355;3
20100052050;238509;15102025(10-26)-EVIAN AGUA X 500 ML;UNIDAD;6.48;36329;AGUA EVIAN 500 ML.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;TENTATIVO;0.7403399638064943;1
20100052050;238509;15102025(10-26)-EVIAN AGUA X 500 ML;UNIDAD;6.48;47229;AGUA EVIAN 1 LT.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;ALTERNATIVA;0.35929389680046414;2
20100052050;238509;15102025(10-26)-EVIAN AGUA X 500 ML;UNIDAD;6.48;45545;AGUA EVIAN 1.5 LT.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;ALTERNATIVA;0.3567774161958616;3
20100052050;284849;BO-NDEO SPRAY FW WHITE BEAUTY TOUCH 150ML;UNIDAD;0.0;26847;DESODORANTE NIVEA SPRAY ACLARADO NATURAL BEAUTY TOUCH X 150 ML;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.46128112826203505;1
20100052050;284849;BO-NDEO SPRAY FW WHITE BEAUTY TOUCH 150ML;UNIDAD;0.0;52599;DESODORANTE NIVEA SPRAY BLACK&WHITE INVISIBLE 150 ML.;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.4119098367035742;2
20100052050;284849;BO-NDEO SPRAY FW WHITE BEAUTY TOUCH 150ML;UNIDAD;0.0;34164;DESODORANTE NIVEA SPRAY BLACK&WHIT PWR 150 ML;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.36997794239914095;3
20100052050;238536;19052025(05-27)-EVIAN AGUA X 1.5 LT;UNIDAD;12.15;45545;AGUA EVIAN 1.5 LT.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;TENTATIVO;0.9547870932365944;1
20100052050;238536;19052025(05-27)-EVIAN AGUA X 1.5 LT;UNIDAD;12.15;36330;AGUA EVIAN 1.25 LT.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;ALTERNATIVA;0.797260560693698;2
20100052050;238536;19052025(05-27)-EVIAN AGUA X 1.5 LT;UNIDAD;12.15;47229;AGUA EVIAN 1 LT.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;ALTERNATIVA;0.7694927573761279;3
20100052050;230259;CP CD COLGATE HERBAL ORIGINAL X90GR;UNIDAD;2.7266;518;CREMA DENTAL COLGATE HERBAL BLANQUEADOR 90 GR.;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;POSIBLE_NUEVO_PRODUCTO;0.2589743170818935;1
20100052050;230259;CP CD COLGATE HERBAL ORIGINAL X90GR;UNIDAD;2.7266;42130;JABON BEL NATUR GLICERINA MIEL DE ABEJA 90 GR;BEL NATUR;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.24006190332546007;2
20100052050;230259;CP CD COLGATE HERBAL ORIGINAL X90GR;UNIDAD;2.7266;46066;JABON BEL NATUR TRIPACK GLICERINA NATURAL 90 GR.;BEL NATUR;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.23826241769146547;3
20100052050;231093;COLGATE PLAX ICE INFINITY 180ML;UNIDAD;6.6357;49203;ENJUAGUE BUCAL COLGATE PLAX ICE INFINITY 180 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.5293400010284319;1
20100052050;231093;COLGATE PLAX ICE INFINITY 180ML;UNIDAD;6.6357;30791;ENJUAGUE BUCAL COLGATE PLAX ICE X 180 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.483461955903964;2
20100052050;231093;COLGATE PLAX ICE INFINITY 180ML;UNIDAD;6.6357;28109;ENJUAGUE BUCAL COLGATE PLAX ICE INFINITY 250 ML;COLGATE;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.29282249142124006;3
20100052050;230708;JAB PROTEX CARBON ACTIVADO DETOX 110G;UNIDAD;3.1918;52072;JABON PROTEX CARBON DETOX 110 GR;PROTEX;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.7917836862817944;1
20100052050;230708;JAB PROTEX CARBON ACTIVADO DETOX 110G;UNIDAD;3.1918;46861;JABON PROTEX AVENA 110 GR.;PROTEX;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.554266167680703;2
20100052050;230708;JAB PROTEX CARBON ACTIVADO DETOX 110G;UNIDAD;3.1918;47867;JABON PROTEX CARBON 75 GR.;PROTEX;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.522430698677566;3
20100052050;249368;BO-MAMI & YO R.N TOALLITAS X 80 UND;UNIDAD;0.0;47940;TOALLITA HUMEDA MAMI & YO x 80 UND.;;BEBES;UNIDAD;1.0;POSIBLE_NUEVO_PRODUCTO;0.3156201744486431;1
20100052050;249368;BO-MAMI & YO R.N TOALLITAS X 80 UND;UNIDAD;0.0;50507;TOALLITA HUMEDA  MAMI & YO RECIEN NACIDO  X 80 UND.;_;BEBES;UNIDAD;1.0;ALTERNATIVA;0.30506984102823126;2
20100052050;249368;BO-MAMI & YO R.N TOALLITAS X 80 UND;UNIDAD;0.0;42115;HISOPOS MAMI & YO 100 UND;MOMMY&ME;BEBES;UNIDAD;1.0;ALTERNATIVA;0.26241345863997273;3
20100052050;238527;02062025(06-27)-EVIAN AGUA X 1 LT;UNIDAD;10.0099;47229;AGUA EVIAN 1 LT.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;TENTATIVO;0.9548553286339332;1
20100052050;238527;02062025(06-27)-EVIAN AGUA X 1 LT;UNIDAD;10.0099;36330;AGUA EVIAN 1.25 LT.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;ALTERNATIVA;0.7884228389427285;2
20100052050;238527;02062025(06-27)-EVIAN AGUA X 1 LT;UNIDAD;10.0099;45545;AGUA EVIAN 1.5 LT.;EVIAN;BEBIDAS NO ALCOHOLICAS;UNIDAD;1.0;ALTERNATIVA;0.7702147913536364;3
20100052050;275212;DUREX PRESERVAT REAL FEEL X3 UNID;UNIDAD;10.207;25463;CONDONES DUREX REAL FEEL 3 UND;DUREX;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.6416889530962858;1
20100052050;275212;DUREX PRESERVAT REAL FEEL X3 UNID;UNIDAD;10.207;19246;CONDONES DUREX JEANS 3 UND.;DUREX;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.42237356202099074;2
20100052050;275212;DUREX PRESERVAT REAL FEEL X3 UNID;UNIDAD;10.207;5720;CONDONES DUREX RETARDANTE 3 UNID.;DUREX;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.4214170046103114;3
20100052050;284739;NDEO ROLL ON FW WITH BEAUTY TOUCH 50ML;UNIDAD;14.2886;48698;DESODORANTE NIVEA ROLL ON WITH BEAUTY TOUCH 50 ML.;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.4582683215755912;1
20100052050;284739;NDEO ROLL ON FW WITH BEAUTY TOUCH 50ML;UNIDAD;14.2886;49277;DESODORANTE NIVEA DEO ROLL ON SILKY 50 ML;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.3221950679595733;2
20100052050;284739;NDEO ROLL ON FW WITH BEAUTY TOUCH 50ML;UNIDAD;14.2886;32569;DESODORANTE NIVEA ROLL ON BLACK & WHITE CLEAR 50 ML;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.31267097581740194;3
20100052050;249357;BO-HISOPOS MAMI Y YO X 100 UND;UNIDAD;0.0;42115;HISOPOS MAMI & YO 100 UND;MOMMY&ME;BEBES;UNIDAD;1.0;TENTATIVO;0.4451473465560288;1
20100052050;249357;BO-HISOPOS MAMI Y YO X 100 UND;UNIDAD;0.0;42117;HISOPOS MAMI & YO 300 UND;MOMMY&ME;BEBES;UNIDAD;1.0;ALTERNATIVA;0.3643784053556495;2
20100052050;249357;BO-HISOPOS MAMI Y YO X 100 UND;UNIDAD;0.0;42116;HISOPOS MAMI & YO 200 UND;MOMMY&ME;BEBES;UNIDAD;1.0;ALTERNATIVA;0.364188929030441;3
20100052050;230336;CP CD KOLYNOS NVO SUPER BLANCO X 100 ML;UNIDAD;3.7918;3555;CREMA DENTAL KOLYNOS SUPER BLANCO 100 ML.;KOLYNOS;CUIDADO PERSONAL;UNIDAD;1.0;POSIBLE_NUEVO_PRODUCTO;0.29760627392886213;1
20100052050;230336;CP CD KOLYNOS NVO SUPER BLANCO X 100 ML;UNIDAD;3.7918;50082;DESODORANTE NIVEA SPRAY SERUM EXTRA ACLARANTE  100 ML;NIVEA;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.25196182271854967;2
20100052050;230336;CP CD KOLYNOS NVO SUPER BLANCO X 100 ML;UNIDAD;3.7918;46430;GEL DUREX LUBRICANTE NATURALS H2O 100 ML;DUREX;CUIDADO PERSONAL;UNIDAD;1.0;ALTERNATIVA;0.25105168540065526;3
20100052050;OB1559;52581(09-30)-BO-OB HDP JABON HIDRATANTE X 150GR;UNIDAD;0.0;13225;JABON HENO DE PRAVIA HIDRATANTE 150 GR.;HENO DE PRAVIA;CUIDADO PERSONAL;UNIDAD;1.0;TENTATIVO;0.44886238230707665;1
